v1,v2
ex 52,0.051762080492137,-0.305377999906225
ex 53,1.63217691054638,0.427655958248029
ex 54,-0.93516567014388,-0.330115160467124
ex 55,-1.98781177276697,-1.74155788637794
ex 56,1.23423944423032,-1.06663815008894
ex 57,-2.90504209572245,-1.72283477855174
ex 58,-0.81009675929803,-1.08284059739476
ex 59,-2.10509123077271,-0.805555055647985
ex 60,-2.17251142193319,0.99159915634626
ex 61,-0.819448342830917,-0.173354449293062
ex 62,-1.36136298384585,-0.99416048812408
ex 63,0.734591771214658,-1.44316109958558
ex 64,-0.619241129878926,0.140302815268038
ex 65,-2.44229462938508,-0.559430692641935
ex 66,0.504551720145462,-1.68340661108006
ex 67,-0.84920034683318,0.329947612633239
ex 68,-0.410316288312402,-1.04306434815114
ex 69,0.165586763332234,-2.56099859170279
ex 70,-0.671933186755773,-1.11200896894060
ex 71,-1.11136210085287,-1.12657456798728
ex 72,-1.13276147140975,-2.27633842783460
ex 73,-0.917958443946415,-1.28513533027893
ex 74,-2.11588255805412,-0.381373683287557
ex 75,-1.20566206680992,0.62852254052815
ex 76,0.163522021108243,-0.843208353643383
ex 77,-1.60757372322707,-1.17730769275389
ex 78,-0.432042556682079,-0.279997084757476
ex 79,-0.357450002653083,-1.0028941085444
ex 80,-1.53649690079271,-0.495337542904687
ex 81,-1.56597438606274,-1.59263137190286
ex 82,-1.94122883475415,-0.66969542949473
ex 83,0.681412883337014,-0.526363538201808
ex 84,0.0476266522136737,1.22735692055732
ex 85,-1.19171470217257,-1.86749358200789
ex 86,-2.53671514896116,-0.625515250474372
ex 87,-1.71135651956328,-2.50735109567779
ex 88,-1.01010181834576,-1.08069369551825
ex 89,0.286065018354936,-0.567798022650876
ex 90,-0.0198127089774669,-1.61250287321635
ex 91,-1.68979359224541,-0.247872504046958
ex 92,-2.67599139737569,-1.49506951577287
ex 93,-0.63620142438416,-1.52032373923241
ex 94,0.658356582136453,-1.67345999573312
ex 95,-1.57231400650791,0.0192595408469494
ex 96,-0.216421979581660,-1.30544023122291
ex 97,-0.650925437522633,0.23968857379577
ex 98,-1.75663032154123,-0.524723262875043
ex 99,-1.12438993874658,0.0635320242339021
ex 100,-1.95536288800972,-1.39097954959598
ex 101,1.17977960382289,0.499521685576449
ex 102,2.78642145991610,-1.15381384859038
ex 103,1.74490213718575,1.48307325859458
ex 104,1.26998474127155,2.85115787713688
ex 105,2.13022495630669,2.35472924474765
ex 106,0.0943682493987819,1.97662026910641
ex 107,1.47827872178191,-0.394222136044678
ex 108,-0.712096769637685,2.32295383209648
ex 109,2.00604515097830,0.208979357133306
ex 110,1.85032040472299,1.62951208996425
ex 111,-0.0908298576164348,0.711537822720787
ex 112,2.948261404593,2.33900834737384
ex 113,-0.0998079701425154,-1.06554763547158
ex 114,0.930720413494127,1.92113585077494
ex 115,1.15637629327304,-0.317955656474894
ex 116,0.713646902747125,0.870403024228756
ex 117,1.24350891201508,-0.277173514792365
ex 118,1.77164958138282,0.157688325005704
ex 119,0.79921520747855,2.05008365133504
ex 120,1.34211580911793,-0.775085689883544
ex 121,-0.627831403609452,1.99243097513549
ex 122,1.29421983184655,1.66181227520006
ex 123,1.07835816404247,-0.142159553187375
ex 124,0.401943553014850,2.50726761469425
ex 125,-0.296198220209061,1.40815010168231
ex 126,1.21581151540855,2.29664687474305
ex 127,3.39869965834593,1.68359692312296
ex 128,1.96552228114574,2.46558283890196
ex 129,2.44044982390437,2.36361289367983
ex 130,0.580361179088991,1.13332394651069
ex 131,-0.236620071829385,0.197876620816264
ex 132,-0.454164069330195,1.18369142155503
ex 133,0.235059701439184,0.254886158245915
ex 134,1.07899245735789,0.516442242873562
ex 135,-0.0910750658189086,-1.56002600288276
ex 136,0.694363380247073,1.23598314858508
ex 137,0.963720665506928,2.85962050290197
ex 138,1.45407741666284,0.122322738117642
ex 139,1.9493863562678,0.0993933756025612
ex 140,2.26197979438175,1.87367993342316
ex 141,1.75382978611339,2.02223296655946
ex 142,1.68676643761088,-0.373641769319526
ex 143,0.968662039819768,0.462591777572185
ex 144,1.49142238949545,-0.343935567474733
ex 145,0.994651746566276,1.48507493325287
ex 146,-0.284306580486102,1.27683453163237
ex 147,1.57742968314184,0.551634062221923
ex 148,-0.234780164227045,1.37305861982146
ex 149,1.15873306790445,0.894796063161934
ex 150,1.05723986480271,0.630730994759743
ex 151,-0.792498470699556,0.616209008119867
ex 152,0.662579510574678,0.745541682401103
ex 153,0.996554546014987,0.659891213023468
ex 154,0.136677677786265,1.53091821675382
ex 155,0.587730886598404,1.74713122496447
ex 156,2.51241576512034,0.614871888051867
ex 157,0.839007796029997,0.0195458003499362
ex 158,1.84276244873831,-0.256526921381878
ex 159,2.1598538935373,1.85898564223009
ex 160,1.39520946958948,0.675023857333491
ex 161,0.985221066952268,2.05413521162337
ex 162,1.66977123984253,-0.810059776430901
ex 163,-0.74366492118424,-0.456457807564456
ex 164,-0.269061530224108,-1.40812373215453
ex 165,0.681910688087941,1.59258438094996
ex 166,0.386193967603946,1.95405946609985
ex 167,1.00460662076483,0.880547292227755
ex 168,0.229458025463969,1.16691668452073
ex 169,2.37870804050187,2.43509525369799
ex 170,-0.175393119254149,0.94637948580568
ex 171,0.382792948760648,0.052383678681235
ex 172,1.04901218679590,0.0881776960730136
ex 173,1.73839140898382,0.602492203909011
ex 174,1.29544156006705,1.21170952367589
ex 175,-0.717714237639818,2.32858112929410
ex 176,-0.373453043453770,1.14968156705128
ex 177,0.294224044330448,0.485726954686867
ex 178,-1.50075898236918,1.30470004162835
ex 179,0.698282704409422,-0.107020660703666
ex 180,2.42677292213215,0.86119964214106
ex 181,2.26140010543044,0.779617074716233
ex 182,0.801788758786622,1.2606163115674
ex 183,1.70389255616003,1.48294700270864
ex 184,1.91249905140614,2.72190665482827
ex 185,-0.449425276877377,1.19145476128147
ex 186,1.84911396569905,1.33891363674960
ex 187,0.0108660620284540,-0.225746799339140
ex 188,-0.833073195129022,1.19684066402441
ex 189,1.47552571592198,1.25497884897370
ex 190,-0.202459493243301,1.46870680173015
ex 191,0.259481285087545,1.79295216680295
ex 192,2.06026781930166,1.99510174626812
ex 193,0.264230666123960,0.116177329836620
ex 194,1.48031972662203,1.63033903329577
ex 195,0.308027413136884,1.22584782503531
ex 196,0.54761833462718,2.17150960898203
ex 197,2.11085080836557,2.12334918030062
ex 198,0.808853395586165,2.21520349475545
ex 199,0.924399293517661,1.0072919295493
ex 200,0.558175137039137,0.639451598413763
